m,TagName,
"2016-11-01 00:00:00","javascript","20448"
"2016-11-01 00:00:00","perl","367"
"2016-11-01 00:00:00","php","11912"
"2016-11-01 00:00:00","python","14138"
"2016-11-01 00:00:00","r","3550"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4356"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10656"
"2016-12-01 00:00:00","c++","5208"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13797"
"2016-12-01 00:00:00","javascript","19745"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11425"
"2016-12-01 00:00:00","python","12997"
"2016-12-01 00:00:00","r","3145"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3922"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2752"
"2017-01-01 00:00:00","c#","11666"
"2017-01-01 00:00:00","c++","5633"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14512"
"2017-01-01 00:00:00","javascript","21345"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12553"
"2017-01-01 00:00:00","python","14226"
"2017-01-01 00:00:00","r","3482"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2718"
"2017-02-01 00:00:00","c#","11453"
"2017-02-01 00:00:00","c++","5148"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14516"
"2017-02-01 00:00:00","javascript","21141"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12431"
"2017-02-01 00:00:00","python","14734"
"2017-02-01 00:00:00","r","3669"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4045"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2955"
"2017-03-01 00:00:00","c#","12957"
"2017-03-01 00:00:00","c++","6207"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17256"
"2017-03-01 00:00:00","javascript","23639"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13962"
"2017-03-01 00:00:00","python","17066"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4605"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2842"
"2017-04-01 00:00:00","c#","11064"
"2017-04-01 00:00:00","c++","5857"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15867"
"2017-04-01 00:00:00","javascript","21179"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12344"
"2017-04-01 00:00:00","python","15600"
"2017-04-01 00:00:00","r","4251"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3904"
"2017-05-01 00:00:00","assembly","346"
"2017-05-01 00:00:00","c","2738"
"2017-05-01 00:00:00","c#","11950"
"2017-05-01 00:00:00","c++","5287"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16293"
"2017-05-01 00:00:00","javascript","22335"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12986"
"2017-05-01 00:00:00","python","16133"
"2017-05-01 00:00:00","r","4307"
"2017-05-01 00:00:00","ruby","1516"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2339"
"2017-06-01 00:00:00","c#","11274"
"2017-06-01 00:00:00","c++","4663"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14580"
"2017-06-01 00:00:00","javascript","21527"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11685"
"2017-06-01 00:00:00","python","15959"
"2017-06-01 00:00:00","r","4438"
"2017-06-01 00:00:00","ruby","1412"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2036"
"2017-07-01 00:00:00","c#","11176"
"2017-07-01 00:00:00","c++","5006"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14078"
"2017-07-01 00:00:00","javascript","21545"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11696"
"2017-07-01 00:00:00","python","16857"
"2017-07-01 00:00:00","r","4570"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2037"
"2017-08-01 00:00:00","c#","10929"
"2017-08-01 00:00:00","c++","4772"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","605"
"2017-08-01 00:00:00","java","13714"
"2017-08-01 00:00:00","javascript","21283"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11577"
"2017-08-01 00:00:00","python","16446"
"2017-08-01 00:00:00","r","4557"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4166"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2092"
"2017-09-01 00:00:00","c#","9847"
"2017-09-01 00:00:00","c++","4453"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","542"
"2017-09-01 00:00:00","java","12715"
"2017-09-01 00:00:00","javascript","18923"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10642"
"2017-09-01 00:00:00","python","15401"
"2017-09-01 00:00:00","r","4214"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","329"
"2017-10-01 00:00:00","c","2769"
"2017-10-01 00:00:00","c#","10191"
"2017-10-01 00:00:00","c++","5203"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13963"
"2017-10-01 00:00:00","javascript","19777"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10769"
"2017-10-01 00:00:00","python","16889"
"2017-10-01 00:00:00","r","4532"
"2017-10-01 00:00:00","ruby","1295"
"2017-10-01 00:00:00","swift","3885"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2939"
"2017-11-01 00:00:00","c#","9758"
"2017-11-01 00:00:00","c++","5020"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14125"
"2017-11-01 00:00:00","javascript","19348"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10539"
"2017-11-01 00:00:00","python","16906"
"2017-11-01 00:00:00","r","4498"
"2017-11-01 00:00:00","ruby","1171"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2190"
"2017-12-01 00:00:00","c#","8568"
"2017-12-01 00:00:00","c++","4445"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11937"
"2017-12-01 00:00:00","javascript","16911"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9078"
"2017-12-01 00:00:00","python","14873"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2206"
"2018-01-01 00:00:00","c#","9346"
"2018-01-01 00:00:00","c++","4732"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12309"
"2018-01-01 00:00:00","javascript","18835"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10055"
"2018-01-01 00:00:00","python","16180"
"2018-01-01 00:00:00","r","4194"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2138"
"2018-02-01 00:00:00","c#","8553"
"2018-02-01 00:00:00","c++","4562"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12000"
"2018-02-01 00:00:00","javascript","17184"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9087"
"2018-02-01 00:00:00","python","16259"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3394"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2457"
"2018-03-01 00:00:00","c#","9757"
"2018-03-01 00:00:00","c++","5165"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13516"
"2018-03-01 00:00:00","javascript","19080"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9791"
"2018-03-01 00:00:00","python","17854"
"2018-03-01 00:00:00","r","5094"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2178"
"2018-04-01 00:00:00","c#","9205"
"2018-04-01 00:00:00","c++","4653"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13446"
"2018-04-01 00:00:00","javascript","17909"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8900"
"2018-04-01 00:00:00","python","16918"
"2018-04-01 00:00:00","r","4722"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3560"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2358"
"2018-05-01 00:00:00","c#","9898"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13430"
"2018-05-01 00:00:00","javascript","18022"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9423"
"2018-05-01 00:00:00","python","17528"
"2018-05-01 00:00:00","r","4726"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","203"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8763"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11757"
"2018-06-01 00:00:00","javascript","17142"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8399"
"2018-06-01 00:00:00","python","16760"
"2018-06-01 00:00:00","r","4476"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9379"
"2018-07-01 00:00:00","c++","3901"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11704"
"2018-07-01 00:00:00","javascript","17765"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8519"
"2018-07-01 00:00:00","python","17892"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3658"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9455"
"2018-08-01 00:00:00","c++","3890"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11272"
"2018-08-01 00:00:00","javascript","17808"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8463"
"2018-08-01 00:00:00","python","17698"
"2018-08-01 00:00:00","r","4099"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1828"
"2018-09-01 00:00:00","c#","8336"
"2018-09-01 00:00:00","c++","3730"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10684"
"2018-09-01 00:00:00","javascript","15964"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7647"
"2018-09-01 00:00:00","python","15977"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2437"
"2018-10-01 00:00:00","c#","9310"
"2018-10-01 00:00:00","c++","4291"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12459"
"2018-10-01 00:00:00","javascript","17350"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8113"
"2018-10-01 00:00:00","python","18099"
"2018-10-01 00:00:00","r","4347"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8448"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11662"
"2018-11-01 00:00:00","javascript","16131"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7055"
"2018-11-01 00:00:00","python","17964"
"2018-11-01 00:00:00","r","4216"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7519"
"2018-12-01 00:00:00","c++","3542"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10405"
"2018-12-01 00:00:00","javascript","14223"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6198"
"2018-12-01 00:00:00","python","15680"
"2018-12-01 00:00:00","r","3393"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2273"
"2019-01-01 00:00:00","c#","8721"
"2019-01-01 00:00:00","c++","3896"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10987"
"2019-01-01 00:00:00","javascript","15980"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7136"
"2019-01-01 00:00:00","python","16900"
"2019-01-01 00:00:00","r","3938"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2895"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2045"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3718"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10951"
"2019-02-01 00:00:00","javascript","15636"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7243"
"2019-02-01 00:00:00","python","17482"
"2019-02-01 00:00:00","r","4238"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8929"
"2019-03-01 00:00:00","c++","4410"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11995"
"2019-03-01 00:00:00","javascript","17277"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7750"
"2019-03-01 00:00:00","python","19843"
"2019-03-01 00:00:00","r","4481"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2936"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2420"
"2019-04-01 00:00:00","c#","9075"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11121"
"2019-04-01 00:00:00","javascript","16110"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7153"
"2019-04-01 00:00:00","python","19769"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3059"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4114"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11035"
"2019-05-01 00:00:00","javascript","16084"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6926"
"2019-05-01 00:00:00","python","18839"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3092"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1720"
"2019-06-01 00:00:00","c#","7573"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9591"
"2019-06-01 00:00:00","javascript","14758"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5986"
"2019-06-01 00:00:00","python","17171"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3077"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8415"
"2019-07-01 00:00:00","c++","4252"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10787"
"2019-07-01 00:00:00","javascript","16078"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6632"
"2019-07-01 00:00:00","python","19682"
"2019-07-01 00:00:00","r","4191"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1543"
"2019-08-01 00:00:00","c#","7682"
"2019-08-01 00:00:00","c++","3274"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9050"
"2019-08-01 00:00:00","javascript","15165"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5817"
"2019-08-01 00:00:00","python","17975"
"2019-08-01 00:00:00","r","3947"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7816"
"2019-09-01 00:00:00","c++","3765"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9628"
"2019-09-01 00:00:00","javascript","14814"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5541"
"2019-09-01 00:00:00","python","16832"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2470"
"2019-10-01 00:00:00","c#","8380"
"2019-10-01 00:00:00","c++","4820"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11156"
"2019-10-01 00:00:00","javascript","15918"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6034"
"2019-10-01 00:00:00","python","20381"
"2019-10-01 00:00:00","r","4375"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3102"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2501"
"2019-11-01 00:00:00","c#","7995"
"2019-11-01 00:00:00","c++","4709"
"2019-11-01 00:00:00","delphi","170"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15683"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6083"
"2019-11-01 00:00:00","python","20533"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7181"
"2019-12-01 00:00:00","c++","4179"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8976"
"2019-12-01 00:00:00","javascript","14251"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5222"
"2019-12-01 00:00:00","python","18040"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2653"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2043"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4210"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9890"
"2020-01-01 00:00:00","javascript","15960"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5884"
"2020-01-01 00:00:00","python","19891"
"2020-01-01 00:00:00","r","4133"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7681"
"2020-02-01 00:00:00","c++","4060"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","658"
"2020-02-01 00:00:00","java","9995"
"2020-02-01 00:00:00","javascript","15679"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5649"
"2020-02-01 00:00:00","python","19946"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2750"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2473"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4624"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11019"
"2020-03-01 00:00:00","javascript","17494"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5651"
"2020-03-01 00:00:00","python","22573"
"2020-03-01 00:00:00","r","5112"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2903"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3237"
"2020-04-01 00:00:00","c#","8553"
"2020-04-01 00:00:00","c++","6182"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","793"
"2020-04-01 00:00:00","java","12556"
"2020-04-01 00:00:00","javascript","20801"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6597"
"2020-04-01 00:00:00","python","27509"
"2020-04-01 00:00:00","r","6175"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3355"
"2020-05-01 00:00:00","c#","8563"
"2020-05-01 00:00:00","c++","6375"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11967"
"2020-05-01 00:00:00","javascript","21410"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6494"
"2020-05-01 00:00:00","python","29327"
"2020-05-01 00:00:00","r","6011"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3500"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2581"
"2020-06-01 00:00:00","c#","7871"
"2020-06-01 00:00:00","c++","5599"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10776"
"2020-06-01 00:00:00","javascript","19710"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5905"
"2020-06-01 00:00:00","python","27009"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3146"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7775"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","639"
"2020-07-01 00:00:00","java","10400"
"2020-07-01 00:00:00","javascript","19791"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5926"
"2020-07-01 00:00:00","python","26194"
"2020-07-01 00:00:00","r","4934"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1888"
"2020-08-01 00:00:00","c#","7041"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9265"
"2020-08-01 00:00:00","javascript","17950"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4974"
"2020-08-01 00:00:00","python","22928"
"2020-08-01 00:00:00","r","4489"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2141"
"2020-09-01 00:00:00","c#","6432"
"2020-09-01 00:00:00","c++","3904"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8900"
"2020-09-01 00:00:00","javascript","16703"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4756"
"2020-09-01 00:00:00","python","21638"
"2020-09-01 00:00:00","r","4749"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2546"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2360"
"2020-10-01 00:00:00","c#","6168"
"2020-10-01 00:00:00","c++","4306"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8895"
"2020-10-01 00:00:00","javascript","16353"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4566"
"2020-10-01 00:00:00","python","22690"
"2020-10-01 00:00:00","r","5062"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2683"
"2020-11-01 00:00:00","c#","5957"
"2020-11-01 00:00:00","c++","4296"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8439"
"2020-11-01 00:00:00","javascript","15443"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22062"
"2020-11-01 00:00:00","r","4797"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2152"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2633"
