m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12191"
"2012-11-01 00:00:00","c++","6248"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13528"
"2012-11-01 00:00:00","javascript","12291"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11702"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10904"
"2012-12-01 00:00:00","c++","5666"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12354"
"2012-12-01 00:00:00","javascript","11700"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10979"
"2012-12-01 00:00:00","python","5730"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12705"
"2013-01-01 00:00:00","c++","6010"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13643"
"2013-01-01 00:00:00","javascript","13733"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12795"
"2013-01-01 00:00:00","python","6540"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3083"
"2013-02-01 00:00:00","c#","12443"
"2013-02-01 00:00:00","c++","6038"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13613"
"2013-02-01 00:00:00","javascript","13575"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12446"
"2013-02-01 00:00:00","python","6706"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3415"
"2013-03-01 00:00:00","c#","14190"
"2013-03-01 00:00:00","c++","7151"
"2013-03-01 00:00:00","delphi","522"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15823"
"2013-03-01 00:00:00","javascript","15218"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14012"
"2013-03-01 00:00:00","python","7585"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c","3514"
"2013-04-01 00:00:00","c#","13814"
"2013-04-01 00:00:00","c++","7083"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16109"
"2013-04-01 00:00:00","javascript","15234"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13309"
"2013-04-01 00:00:00","python","7900"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13377"
"2013-05-01 00:00:00","c++","6794"
"2013-05-01 00:00:00","delphi","527"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15146"
"2013-05-01 00:00:00","javascript","14968"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12991"
"2013-05-01 00:00:00","python","7773"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2922"
"2013-06-01 00:00:00","c#","12699"
"2013-06-01 00:00:00","c++","6169"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13818"
"2013-06-01 00:00:00","javascript","14495"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12613"
"2013-06-01 00:00:00","python","7559"
"2013-06-01 00:00:00","r","1761"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2989"
"2013-07-01 00:00:00","c#","14068"
"2013-07-01 00:00:00","c++","6543"
"2013-07-01 00:00:00","delphi","503"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15050"
"2013-07-01 00:00:00","javascript","16706"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14208"
"2013-07-01 00:00:00","python","8566"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2992"
"2013-08-01 00:00:00","c#","13757"
"2013-08-01 00:00:00","c++","6214"
"2013-08-01 00:00:00","delphi","447"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14932"
"2013-08-01 00:00:00","javascript","16733"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14201"
"2013-08-01 00:00:00","python","7908"
"2013-08-01 00:00:00","r","1910"
"2013-08-01 00:00:00","ruby","2473"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3367"
"2013-09-01 00:00:00","c#","13658"
"2013-09-01 00:00:00","c++","6493"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16126"
"2013-09-01 00:00:00","javascript","17578"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14118"
"2013-09-01 00:00:00","python","7916"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2379"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4214"
"2013-10-01 00:00:00","c#","15100"
"2013-10-01 00:00:00","c++","7915"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18573"
"2013-10-01 00:00:00","javascript","19597"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15183"
"2013-10-01 00:00:00","python","9437"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2783"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4250"
"2013-11-01 00:00:00","c#","14493"
"2013-11-01 00:00:00","c++","8065"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18581"
"2013-11-01 00:00:00","javascript","18357"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14715"
"2013-11-01 00:00:00","python","9443"
"2013-11-01 00:00:00","r","2173"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","354"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13535"
"2013-12-01 00:00:00","c++","6960"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17314"
"2013-12-01 00:00:00","javascript","17911"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14262"
"2013-12-01 00:00:00","python","8396"
"2013-12-01 00:00:00","r","1902"
"2013-12-01 00:00:00","ruby","2430"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3709"
"2014-01-01 00:00:00","c#","15234"
"2014-01-01 00:00:00","c++","7636"
"2014-01-01 00:00:00","delphi","487"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18543"
"2014-01-01 00:00:00","javascript","20983"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16634"
"2014-01-01 00:00:00","python","9795"
"2014-01-01 00:00:00","r","2335"
"2014-01-01 00:00:00","ruby","2750"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3953"
"2014-02-01 00:00:00","c#","15033"
"2014-02-01 00:00:00","c++","7618"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19083"
"2014-02-01 00:00:00","javascript","21014"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16371"
"2014-02-01 00:00:00","python","9848"
"2014-02-01 00:00:00","r","2611"
"2014-02-01 00:00:00","ruby","2591"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c","4531"
"2014-03-01 00:00:00","c#","16065"
"2014-03-01 00:00:00","c++","8615"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21778"
"2014-03-01 00:00:00","javascript","22502"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18159"
"2014-03-01 00:00:00","python","11362"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2937"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3973"
"2014-04-01 00:00:00","c#","15201"
"2014-04-01 00:00:00","c++","8072"
"2014-04-01 00:00:00","delphi","388"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20675"
"2014-04-01 00:00:00","javascript","21276"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17483"
"2014-04-01 00:00:00","python","10680"
"2014-04-01 00:00:00","r","2715"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3237"
"2014-05-01 00:00:00","c#","13801"
"2014-05-01 00:00:00","c++","6728"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17795"
"2014-05-01 00:00:00","javascript","19623"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14608"
"2014-05-01 00:00:00","python","9185"
"2014-05-01 00:00:00","r","2573"
"2014-05-01 00:00:00","ruby","2668"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2751"
"2014-06-01 00:00:00","c#","12394"
"2014-06-01 00:00:00","c++","5617"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15775"
"2014-06-01 00:00:00","javascript","18161"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12866"
"2014-06-01 00:00:00","python","8866"
"2014-06-01 00:00:00","r","2387"
"2014-06-01 00:00:00","ruby","2323"
"2014-06-01 00:00:00","swift","2381"
"2014-07-01 00:00:00","assembly","213"
"2014-07-01 00:00:00","c","2810"
"2014-07-01 00:00:00","c#","13580"
"2014-07-01 00:00:00","c++","6235"
"2014-07-01 00:00:00","delphi","442"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17240"
"2014-07-01 00:00:00","javascript","19982"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14164"
"2014-07-01 00:00:00","python","9866"
"2014-07-01 00:00:00","r","2624"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2667"
"2014-08-01 00:00:00","c#","12414"
"2014-08-01 00:00:00","c++","5843"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15619"
"2014-08-01 00:00:00","javascript","18331"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13103"
"2014-08-01 00:00:00","python","9076"
"2014-08-01 00:00:00","r","2458"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","276"
"2014-09-01 00:00:00","c","3213"
"2014-09-01 00:00:00","c#","12255"
"2014-09-01 00:00:00","c++","6146"
"2014-09-01 00:00:00","delphi","444"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16563"
"2014-09-01 00:00:00","javascript","18003"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13248"
"2014-09-01 00:00:00","python","8726"
"2014-09-01 00:00:00","r","2353"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","387"
"2014-10-01 00:00:00","c","3778"
"2014-10-01 00:00:00","c#","12480"
"2014-10-01 00:00:00","c++","6792"
"2014-10-01 00:00:00","delphi","408"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17756"
"2014-10-01 00:00:00","javascript","18804"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13483"
"2014-10-01 00:00:00","python","9539"
"2014-10-01 00:00:00","r","2761"
"2014-10-01 00:00:00","ruby","2338"
"2014-10-01 00:00:00","swift","2454"
"2014-11-01 00:00:00","assembly","380"
"2014-11-01 00:00:00","c","3640"
"2014-11-01 00:00:00","c#","11800"
"2014-11-01 00:00:00","c++","6516"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17713"
"2014-11-01 00:00:00","javascript","17878"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12929"
"2014-11-01 00:00:00","python","9525"
"2014-11-01 00:00:00","r","2696"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2545"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c","3138"
"2014-12-01 00:00:00","c#","11023"
"2014-12-01 00:00:00","c++","6042"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16261"
"2014-12-01 00:00:00","javascript","16886"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12238"
"2014-12-01 00:00:00","python","9006"
"2014-12-01 00:00:00","r","2351"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","swift","2474"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11702"
"2015-01-01 00:00:00","c++","6105"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16460"
"2015-01-01 00:00:00","javascript","18441"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13526"
"2015-01-01 00:00:00","python","9652"
"2015-01-01 00:00:00","r","2675"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","swift","3041"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3355"
"2015-02-01 00:00:00","c#","11756"
"2015-02-01 00:00:00","c++","6449"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16683"
"2015-02-01 00:00:00","javascript","18577"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13456"
"2015-02-01 00:00:00","python","10168"
"2015-02-01 00:00:00","r","2958"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3227"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c","3907"
"2015-03-01 00:00:00","c#","13223"
"2015-03-01 00:00:00","c++","7365"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19677"
"2015-03-01 00:00:00","javascript","20446"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14844"
"2015-03-01 00:00:00","python","11558"
"2015-03-01 00:00:00","r","3554"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3584"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3944"
"2015-04-01 00:00:00","c#","13049"
"2015-04-01 00:00:00","c++","7123"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","387"
"2015-04-01 00:00:00","java","19725"
"2015-04-01 00:00:00","javascript","20839"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14900"
"2015-04-01 00:00:00","python","11392"
"2015-04-01 00:00:00","r","3318"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4003"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13321"
"2015-05-01 00:00:00","c++","6796"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18478"
"2015-05-01 00:00:00","javascript","22059"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14504"
"2015-05-01 00:00:00","python","11190"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3159"
"2015-06-01 00:00:00","c#","13489"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17783"
"2015-06-01 00:00:00","javascript","22534"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14291"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14073"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18613"
"2015-07-01 00:00:00","javascript","23871"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15293"
"2015-07-01 00:00:00","python","12284"
"2015-07-01 00:00:00","r","3979"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5134"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13197"
"2015-08-01 00:00:00","c++","5860"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17034"
"2015-08-01 00:00:00","javascript","22090"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14175"
"2015-08-01 00:00:00","python","11195"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5073"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12898"
"2015-09-01 00:00:00","c++","5902"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16889"
"2015-09-01 00:00:00","javascript","21326"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13460"
"2015-09-01 00:00:00","python","10937"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3670"
"2015-10-01 00:00:00","c#","12766"
"2015-10-01 00:00:00","c++","7030"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18478"
"2015-10-01 00:00:00","javascript","21735"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13838"
"2015-10-01 00:00:00","python","12452"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3603"
"2015-11-01 00:00:00","c#","12339"
"2015-11-01 00:00:00","c++","7073"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17701"
"2015-11-01 00:00:00","javascript","21182"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13236"
"2015-11-01 00:00:00","python","12256"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3083"
"2015-12-01 00:00:00","c#","12105"
"2015-12-01 00:00:00","c++","6544"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16487"
"2015-12-01 00:00:00","javascript","21005"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13651"
"2015-12-01 00:00:00","python","11618"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3034"
"2016-01-01 00:00:00","c#","12328"
"2016-01-01 00:00:00","c++","6087"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16559"
"2016-01-01 00:00:00","javascript","22431"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14474"
"2016-01-01 00:00:00","python","12314"
"2016-01-01 00:00:00","r","3528"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3267"
"2016-02-01 00:00:00","c#","12695"
"2016-02-01 00:00:00","c++","6537"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17780"
"2016-02-01 00:00:00","javascript","22382"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14826"
"2016-02-01 00:00:00","python","13214"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4737"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3431"
"2016-03-01 00:00:00","c#","13555"
"2016-03-01 00:00:00","c++","6996"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19794"
"2016-03-01 00:00:00","javascript","23987"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15028"
"2016-03-01 00:00:00","python","14029"
"2016-03-01 00:00:00","r","4037"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5057"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13664"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19397"
"2016-04-01 00:00:00","javascript","23351"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14367"
"2016-04-01 00:00:00","python","13591"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4737"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13453"
"2016-05-01 00:00:00","c++","6113"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16937"
"2016-05-01 00:00:00","javascript","22890"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14343"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3789"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2292"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5693"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15864"
"2016-06-01 00:00:00","javascript","22059"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13545"
"2016-06-01 00:00:00","python","12868"
"2016-06-01 00:00:00","r","3855"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4780"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2341"
"2016-07-01 00:00:00","c#","11943"
"2016-07-01 00:00:00","c++","5447"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14880"
"2016-07-01 00:00:00","javascript","22095"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12834"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3741"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4915"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12683"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","569"
"2016-08-01 00:00:00","java","15133"
"2016-08-01 00:00:00","javascript","22571"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12824"
"2016-08-01 00:00:00","python","12877"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4887"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5124"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14589"
"2016-09-01 00:00:00","javascript","20345"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12051"
"2016-09-01 00:00:00","python","12296"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","ruby","1920"
"2016-09-01 00:00:00","swift","4840"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11422"
"2016-10-01 00:00:00","c++","5952"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","530"
"2016-10-01 00:00:00","java","15262"
"2016-10-01 00:00:00","javascript","20354"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12171"
"2016-10-01 00:00:00","python","13462"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3256"
"2016-11-01 00:00:00","c#","11631"
"2016-11-01 00:00:00","c++","6052"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15615"
